ID,Etymon ID,Headword (Source Spelling),Headword (Practical Orthography),Headword (IPA),Part of Speech,Meaning (Spanish),Meaning (English),Sources,Full Original Entry,Alternate forms/spellings,Other,Editors,,Manuscript Page Number,Isolated Manuscript Latin,Latin Definition/Stems,Manuscript Spanish,Questionable/English,Isolated Manuscript Spanish,Meaning Spanish (unmodernized)
CHTMISC836,,laba,lab'a,,,hechizar,cast (spell),"Robertson, J., Law, D., & Haertel, R. (2010). Colonial Ch’olti’: The seventeenth century Morán Manuscript. Norman, OK: University of Oklahoma Press.",hechisar; laba,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2024-07-07""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}",,pg.123,,,hechisar,,,hechisar
CHTMISC837,,milez,miles,,,hacer oficio de Padre,act (as father),"Robertson, J., Law, D., & Haertel, R. (2010). Colonial Ch’olti’: The seventeenth century Morán Manuscript. Norman, OK: University of Oklahoma Press.",haser ofisio de Pe.; milez,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2024-07-07""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}",,pg.123,,,haser ofisio de Pe.,,,haser ofisio de Pe.
CHTMISC838,,nacatamalez naclez,nakatamales; nakles,,,hacer,make tortillas,"Robertson, J., Law, D., & Haertel, R. (2010). Colonial Ch’olti’: The seventeenth century Morán Manuscript. Norman, OK: University of Oklahoma Press.",haser; nacatamalez naclez,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2024-07-07""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}",,pg.123,,,haser,,,haser
CHTMISC839,,nalez,nalez,,,hacer oficio de Madre,act (as mother),"Robertson, J., Law, D., & Haertel, R. (2010). Colonial Ch’olti’: The seventeenth century Morán Manuscript. Norman, OK: University of Oklahoma Press.",haser ofisio de mae.; nalez,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2024-07-07""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}",,pg.123,,,haser ofisio de mae.,,,haser ofisio de mae.
CHTMISC840,,naah,naah,,,harto; harta,full,"Robertson, J., Law, D., & Haertel, R. (2010). Colonial Ch’olti’: The seventeenth century Morán Manuscript. Norman, OK: University of Oklahoma Press.",harto; harta; naah,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2024-07-07""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}",,pg.123,,,harto; harta,,,harto; harta
CHTMISC841,,yich,yich,,,humor de el palo,resin,"Robertson, J., Law, D., & Haertel, R. (2010). Colonial Ch’olti’: The seventeenth century Morán Manuscript. Norman, OK: University of Oklahoma Press.",humor de el palo; yich,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2024-07-07""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}",,pg.124,,,humor de el palo,,,humor de el palo
CHTMISC842,,otez,otes,,,hacer entrar,enter (cause to),"Robertson, J., Law, D., & Haertel, R. (2010). Colonial Ch’olti’: The seventeenth century Morán Manuscript. Norman, OK: University of Oklahoma Press.",haser entrar; otez,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2024-07-07""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}",,pg.124,,,haser entrar,,,haser entrar
CHTMISC843,,ohmael,ohmael,,,hervir; verbo neutro,boil,"Robertson, J., Law, D., & Haertel, R. (2010). Colonial Ch’olti’: The seventeenth century Morán Manuscript. Norman, OK: University of Oklahoma Press.",herber; ohmael; vº neuº,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2024-07-07""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}",,pg.124,,,herber,, vº neuº,herber; verbo neutro
CHTMISC844,,pacbu,pakb'u,,,hecharse de bruces,throw (face to ground),"Robertson, J., Law, D., & Haertel, R. (2010). Colonial Ch’olti’: The seventeenth century Morán Manuscript. Norman, OK: University of Oklahoma Press.",hecharse de bruses; pacbu,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2024-07-07""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}",,pg.124,,,hecharse de bruses,,,hecharse de bruses
N4331,ETYMON2059,petet,petet,,,huso,spindle,"Robertson, J., Law, D., & Haertel, R. (2010). Colonial Ch’olti’: The seventeenth century Morán Manuscript. Norman, OK: University of Oklahoma Press.",huso; petet,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2024-07-07""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}",,pg.124,,,huso,,,huso
CHTMISC845,,peche,peche,,,hacer tortillas,tortillas (make),"Robertson, J., Law, D., & Haertel, R. (2010). Colonial Ch’olti’: The seventeenth century Morán Manuscript. Norman, OK: University of Oklahoma Press.",haser tortillas; peche,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2024-07-07""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}",,pg.124,,,haser tortillas,,,haser tortillas
CHTMISC846,,petconobi,petkonob'i,,,hacer almácigos,mastic (make),"Robertson, J., Law, D., & Haertel, R. (2010). Colonial Ch’olti’: The seventeenth century Morán Manuscript. Norman, OK: University of Oklahoma Press.",haser almasigo; petconobi,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2024-07-07""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}",,pg.124,,,haser almasigo,,,haser almasigo
CHTMISC847,,pocol,pokol,,,hermoso,pretty,"Robertson, J., Law, D., & Haertel, R. (2010). Colonial Ch’olti’: The seventeenth century Morán Manuscript. Norman, OK: University of Oklahoma Press.",hermoso; pocol,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2024-07-07""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}",,pg.124,,,hermoso,,,hermoso
CHTMISC848,,pocolil,pokolil,,,hermosura,beautiful,"Robertson, J., Law, D., & Haertel, R. (2010). Colonial Ch’olti’: The seventeenth century Morán Manuscript. Norman, OK: University of Oklahoma Press.",hermosura; pocolil,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2024-07-07""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}",,pg.124,,,hermosura,,,hermosura
CHTMISC849,,putzel,putzel,,,huir; verbo neutro,flee,"Robertson, J., Law, D., & Haertel, R. (2010). Colonial Ch’olti’: The seventeenth century Morán Manuscript. Norman, OK: University of Oklahoma Press.",huir; putzel; vº neuº,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2024-07-07""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}",,pg.124,,,huir,, vº neuº,huir; verbo neutro
CHTMISC850,,putzui,putzuy,,,huyeron ,fled,"Robertson, J., Law, D., & Haertel, R. (2010). Colonial Ch’olti’: The seventeenth century Morán Manuscript. Norman, OK: University of Oklahoma Press.",huyose; putzui,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2024-07-07""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}",,pg.124,,,huyose,,,huyose
CHTMISC851,,xputzic,xputzik,,,"huyarse; y así todos los pretéritos y futuros de los verbos neutros, los más digo siguiente",he will flee,"Robertson, J., Law, D., & Haertel, R. (2010). Colonial Ch’olti’: The seventeenth century Morán Manuscript. Norman, OK: University of Oklahoma Press.",huyrase; xputzic; y asi todos los preteritos i futuros de los verbos neutros; los mas digo sequi[ente?],,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2024-07-07""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}",,pg.124,mas,"mas, maris masc. (i-stem) male (human/animal/plant); man;
mas adj male; masculine, of the male sex; manly, virile, brave, noble; G:masculine;",huyrase,,"y asi todos los preteritos i futuros de los verbos neuºs, los mas digo sequi[ente?]","huyrase; y así todos los pretéritos y futuros de los verbos neutros, los más digo siguiente"
CHTMISC852,,puclumlez,puklumles,,,hacer polvo,dust (make),"Robertson, J., Law, D., & Haertel, R. (2010). Colonial Ch’olti’: The seventeenth century Morán Manuscript. Norman, OK: University of Oklahoma Press.",haser polbo; puclumlez,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2024-07-07""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}",,pg.124,,,haser polbo,,,haser polbo
CHTMISC853,,pu£liiimlez,pukliiimles,,,hacer lodo,mud (make),"Robertson, J., Law, D., & Haertel, R. (2010). Colonial Ch’olti’: The seventeenth century Morán Manuscript. Norman, OK: University of Oklahoma Press.",haser lodo; pu£liiimlez,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2024-07-07""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}",,pg.124,,,haser lodo,,,haser lodo
N3805,ETYMON1759,queleb,keleb',,,hombro,shoulder,"Robertson, J., Law, D., & Haertel, R. (2010). Colonial Ch’olti’: The seventeenth century Morán Manuscript. Norman, OK: University of Oklahoma Press.",hombro; queleb,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2024-07-07""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}",,pg.124,,,hombro,,,hombro
CHTMISC854,,quelen vinic,kelen winik,,,"hombre de fuerzas; grande, bien dispuesto",man (strong; well disposed),"Robertson, J., Law, D., & Haertel, R. (2010). Colonial Ch’olti’: The seventeenth century Morán Manuscript. Norman, OK: University of Oklahoma Press.",hombre de fuersas; quelen vinic; grande; bien dispuesto,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2024-07-07""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}",,pg.124,,,hombre de fuersas,,"grande, bien dispuesto","hombre de fuersas; grande, bien dispuesto"
CHTMISC855,,tzatzal vinic,tzatzal winik,,,hombre sano; forzudo,man (able; vigorous),"Robertson, J., Law, D., & Haertel, R. (2010). Colonial Ch’olti’: The seventeenth century Morán Manuscript. Norman, OK: University of Oklahoma Press.",hombre sano; forsudo; tzatzal vinic,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2024-07-07""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}",,pg.124,,,hombre sano; forsudo,,,hombre sano; forsudo
CHTMISC856,,tacha,tacha,,,hacer cuartos,dismember; quarter,"Robertson, J., Law, D., & Haertel, R. (2010). Colonial Ch’olti’: The seventeenth century Morán Manuscript. Norman, OK: University of Oklahoma Press.",haser quartos; tacha,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2024-07-07""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}",,pg.124,,,haser quartos,,,haser quartos
CHTMISC857,,teelez telauel,teeles; telawel,,,hacer palo; verbo neutro,make wood? [twigs for brooms]?,"Robertson, J., Law, D., & Haertel, R. (2010). Colonial Ch’olti’: The seventeenth century Morán Manuscript. Norman, OK: University of Oklahoma Press.",haser palo; teelez; telauel vº neuº,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2024-07-07""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}",,pg.124,,,haser palo,,vº neuº,haser palo; verbo neutro
CHTMISC858,,ahten tempael,ahten; tempael,,,"herrero; de, neutro",blacksmith,"Robertson, J., Law, D., & Haertel, R. (2010). Colonial Ch’olti’: The seventeenth century Morán Manuscript. Norman, OK: University of Oklahoma Press.",herrero; ahten; de tempael; neuº,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2024-07-07""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}",,pg.124,,,herrero,,"de, neuº","herrero; de, neutro"
CHTMISC859,,zacun,sakun,,,hermano mayor,brother (elder),"Robertson, J., Law, D., & Haertel, R. (2010). Colonial Ch’olti’: The seventeenth century Morán Manuscript. Norman, OK: University of Oklahoma Press.",herno. mayor; zacun,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2024-07-07""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}",,pg.124,,,herno. mayor,,,herno. mayor
CHTMISC860,,vtz v-ut pocol v-ut,utz uut; pokol uut,,,hermoso,beautiful,"Robertson, J., Law, D., & Haertel, R. (2010). Colonial Ch’olti’: The seventeenth century Morán Manuscript. Norman, OK: University of Oklahoma Press.",hermoso; vtz v-ut; pocol v-ut,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2024-07-07""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}",,pg.124,,,hermoso,,,hermoso
CHTMISC861,,vaxlez vaxlauel,waxles; waxlawel,,,haser loco a otro; de neutro,crazy (drive),"Robertson, J., Law, D., & Haertel, R. (2010). Colonial Ch’olti’: The seventeenth century Morán Manuscript. Norman, OK: University of Oklahoma Press.",haser loco a otro; vaxlez; de vaxlauel; neuº,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2024-07-07""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}",,pg.124,,,haser loco a otro,,de neuº,haser loco a otro; de neutro
CHTMISC862,,tucub,tukub',,,hipo,hiccup,"Robertson, J., Law, D., & Haertel, R. (2010). Colonial Ch’olti’: The seventeenth century Morán Manuscript. Norman, OK: University of Oklahoma Press.",hipo; tucub,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2024-07-07""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}",,pg.124,,,hipo,,,hipo
CHTMISC863,,vztael cale,ustael; kale,,,hacer; verbo neutro verbo activo,make; make good; consecrate,"Robertson, J., Law, D., & Haertel, R. (2010). Colonial Ch’olti’: The seventeenth century Morán Manuscript. Norman, OK: University of Oklahoma Press.",haser; vztael; vº neuº  cale idem; vº actiuo,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2024-07-07""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}",,pg.124,idem,"idem, eadem, idem  PRON. (w/-dem ONLY, idem, eadem, idem) same, the same, the very same, also;",haser,,vº neuº vº actiuo,haser; verbo neutro verbo activo
CHTMISC864,,vlai,ulay,,,hospedar,host,"Robertson, J., Law, D., & Haertel, R. (2010). Colonial Ch’olti’: The seventeenth century Morán Manuscript. Norman, OK: University of Oklahoma Press.",hospedar; vlai,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2024-07-07""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}",,pg.124,,,hospedar,,,hospedar
CHTMISC865,,vla,ula,,,huésped,guest,"Robertson, J., Law, D., & Haertel, R. (2010). Colonial Ch’olti’: The seventeenth century Morán Manuscript. Norman, OK: University of Oklahoma Press.",huesped; vla,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2024-07-07""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}",,pg.124,,,huesped,,,huesped
CHTMISC866,,xoii xxoipael,xoyi; xxoypael,,,hacer prosesion; de neutro,parade,"Robertson, J., Law, D., & Haertel, R. (2010). Colonial Ch’olti’: The seventeenth century Morán Manuscript. Norman, OK: University of Oklahoma Press.",haser prosesion; xoii; de xxoipael; neuº,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2024-07-07""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}",,pg.124,,,haser prosesion,,de neuº,haser prosesion; de neutro
CHTMISC867,,xucul,xukul,,,hincar la rodilla,kneeling,"Robertson, J., Law, D., & Haertel, R. (2010). Colonial Ch’olti’: The seventeenth century Morán Manuscript. Norman, OK: University of Oklahoma Press.",hincar la rodilla; xucul,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2024-07-07""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}",,pg.124,,,hincar la rodilla,,,hincar la rodilla
CHTMISC868,,xuchi,xuchi,,,hurtar,steal,"Robertson, J., Law, D., & Haertel, R. (2010). Colonial Ch’olti’: The seventeenth century Morán Manuscript. Norman, OK: University of Oklahoma Press.",hurtar; xuchi,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2024-07-07""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}",,pg.124,,,hurtar,,,hurtar
N3187,ETYMON1231,xinich zacal,xinich; sakal,,,hormiga; grande,ant,"Robertson, J., Law, D., & Haertel, R. (2010). Colonial Ch’olti’: The seventeenth century Morán Manuscript. Norman, OK: University of Oklahoma Press.",hormiga; xinich; grande; zacal,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2024-07-07""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}",,pg.124,,,hormiga,,grande,hormiga; grande
CHTMISC869,,tzelozba,tzelosb'a,,,humildad,humility,"Robertson, J., Law, D., & Haertel, R. (2010). Colonial Ch’olti’: The seventeenth century Morán Manuscript. Norman, OK: University of Oklahoma Press.",humildad; tzelozba,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2024-07-07""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}",,pg.124,,,humildad,,,humildad
CHTMISC870,,yampez yampael ,yampes; yampael ,,,echar a perder; de verbo neutro,waste; spoil,"Robertson, J., Law, D., & Haertel, R. (2010). Colonial Ch’olti’: The seventeenth century Morán Manuscript. Norman, OK: University of Oklahoma Press.",hechar a perder; yampez; de yampael vº neuº,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2024-07-07""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}",,pg.125,,,hechar a perder,,de vº neuº,hechar a perder; de verbo neutro
CHTMISC871,,yabaac.,yabaak,,,hollín,soot,"Robertson, J., Law, D., & Haertel, R. (2010). Colonial Ch’olti’: The seventeenth century Morán Manuscript. Norman, OK: University of Oklahoma Press.",hollin; yabaac.,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2024-07-07""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}",,pg.125,,,hollin,,,hollin
CHTMISC872,,yepta,yepta,,,hacer fuerza,try hard,"Robertson, J., Law, D., & Haertel, R. (2010). Colonial Ch’olti’: The seventeenth century Morán Manuscript. Norman, OK: University of Oklahoma Press.",haser fuersa; yepta,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2024-07-07""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}",,pg.125,,,haser fuersa ,,,haser fuersa
CHTMISC873,,tanamel l. tahnamel,tanamel; tahnamel,,,hígado,liver,"Robertson, J., Law, D., & Haertel, R. (2010). Colonial Ch’olti’: The seventeenth century Morán Manuscript. Norman, OK: University of Oklahoma Press.",higado; tanamel l. tahnamel,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2024-07-07""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}",,pg.125,,,higado,,,higado
CHTMISC874,,vnamuhac,unamuhak,,,hiel,gall; bile,"Robertson, J., Law, D., & Haertel, R. (2010). Colonial Ch’olti’: The seventeenth century Morán Manuscript. Norman, OK: University of Oklahoma Press.",hiel; vnamuhac,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2024-07-07""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}",,pg.125,,,hiel,,,hiel
CHTMISC875,,chahan,chahan,,,hilar,spin (thread),"Robertson, J., Law, D., & Haertel, R. (2010). Colonial Ch’olti’: The seventeenth century Morán Manuscript. Norman, OK: University of Oklahoma Press.",hilar; chahan,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2024-07-07""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}",,pg.125,,,hilar,,,hilar
